An,Bn
2.19614147909968,33.75
2.19614147909968,34.35
2.19614147909968,35
2.19614147909968,35.15
2.19614147909968,35.4
2.19614147909968,36.05
2.19614147909968,37.1
2.21111111111111,36.55
2.21111111111111,39.2
2.21111111111111,39.45
2.21111111111111,39.8
2.21111111111111,39.95
2.21111111111111,41.65
2.21111111111111,42.55
2.21111111111111,42.95
2.21111111111111,43.1
2.21111111111111,43.15
2.21111111111111,44.35
2.21111111111111,44.35
2.21111111111111,44.45
2.21111111111111,44.95
2.21111111111111,46
2.21111111111111,47
2.21111111111111,48
2.21111111111111,48.35
2.21111111111111,48.95
2.21111111111111,50.55
2.24858199753391,20.25
2.24858199753391,21.55
2.24858199753391,21.7
2.24858199753391,22.8
2.24858199753391,23.05
2.24858199753391,25.05
2.24858199753391,25.05
2.24858199753391,25.45
2.24858199753391,25.45
2.24858199753391,26.15
2.24858199753391,26.3
2.24858199753391,26.45
2.24858199753391,27.3
2.24858199753391,27.65
2.24858199753391,28
2.24858199753391,28.05
2.24858199753391,28.4
2.24858199753391,29.25
2.24858199753391,29.85
2.24858199753391,30.7
2.34117647058824,40.35
2.34117647058824,41.4
2.34117647058824,41.4
2.34117647058824,41.55
2.34117647058824,41.7
2.34117647058824,42
2.34117647058824,42.1
2.34117647058824,42.35
2.34117647058824,42.8
2.34117647058824,43.45
2.34117647058824,44.65
2.34117647058824,45.25
2.34117647058824,47.05
2.34117647058824,47.8
2.34117647058824,47.85
2.34117647058824,48.55
2.34117647058824,48.9
2.34117647058824,49.65
2.34117647058824,52.55
2.34117647058824,53.9
2.35523978685613,26.45
2.35523978685613,28.25
2.35523978685613,28.3
2.35523978685613,28.65
2.35523978685613,28.65
2.35523978685613,28.65
2.35523978685613,29.15
2.35523978685613,29.35
2.35523978685613,30.7
2.35523978685613,30.95
2.35523978685613,31.2
2.35523978685613,32.05
2.35523978685613,32.55
2.35523978685613,34.05
2.35523978685613,34.25
2.35523978685613,35.4
2.35523978685613,36.2
2.35523978685613,37.65
2.35523978685613,37.65
2.35523978685613,38.05
2.38181818181818,20.25
2.38181818181818,20.5
2.38181818181818,21.3
2.38181818181818,22.4
2.38181818181818,22.55
2.38181818181818,22.75
2.38181818181818,24.3
2.38181818181818,24.3
2.38181818181818,24.75
2.38181818181818,25.45
2.38181818181818,25.55
2.38181818181818,26.9
2.38181818181818,27.95
2.38181818181818,28.7
2.38181818181818,29.25
2.38181818181818,30.55
2.38181818181818,31.8
2.38181818181818,32.2
2.38181818181818,36.55
2.46808510638298,19.75
2.46808510638298,21.05
2.46808510638298,21.75
2.46808510638298,21.95
2.46808510638298,22.7
2.46808510638298,23.45
2.46808510638298,23.65
