An,Bn
4.04504504504505,31.35
4.04504504504505,32.7
4.04504504504505,33.05
4.04504504504505,34.25
4.04504504504505,37
4.04504504504505,37.05
4.04504504504505,38.15
4.04504504504505,38.2
4.04504504504505,38.65
4.04504504504505,47.35
4.04504504504505,48.9
4.04504504504505,49.65
4.10469314079422,15.1
4.10469314079422,16.05
4.10469314079422,16.25
4.10469314079422,16.3
4.10469314079422,16.35
4.10469314079422,16.45
4.10469314079422,16.8
4.10469314079422,17.1
4.10469314079422,19.25
4.10469314079422,19.45
4.10469314079422,19.8
4.10469314079422,19.9
4.10469314079422,19.95
4.10469314079422,20.2
4.10469314079422,20.55
4.10469314079422,20.55
4.10469314079422,21.1
4.10469314079422,21.45
4.10469314079422,21.85
4.10469314079422,22.8
4.16236670106639,15.8
4.16236670106639,15.95
4.16236670106639,16.65
4.16236670106639,18.8
4.16236670106639,19.3
4.16236670106639,19.4
4.16236670106639,19.4
4.16236670106639,20
4.16236670106639,21.2
4.16236670106639,21.35
4.16236670106639,21.45
4.16236670106639,21.9
4.16236670106639,24.05
4.16236670106639,25.85
4.16236670106639,26.5
4.16236670106639,27.55
4.16236670106639,29.55
4.16236670106639,30.15
4.16236670106639,31.8
4.16236670106639,32.85
4.1992337164751,33
4.1992337164751,33.7
4.1992337164751,34.65
4.1992337164751,35.2
4.1992337164751,36.55
4.1992337164751,37.25
4.1992337164751,39.15
4.1992337164751,39.8
4.1992337164751,41.05
4.1992337164751,41.75
4.1992337164751,42.3
4.1992337164751,42.55
4.1992337164751,42.7
4.1992337164751,43.15
4.1992337164751,43.4
4.1992337164751,43.45
4.1992337164751,44.25
4.1992337164751,44.3
4.1992337164751,45.1
4.1992337164751,48.85
4.23173803526448,17.75
4.23173803526448,19.4
4.23173803526448,19.85
4.23173803526448,21.25
4.23173803526448,21.3
4.23173803526448,21.65
4.23173803526448,22.15
4.23173803526448,22.7
4.23173803526448,22.9
4.23173803526448,23.05
4.23173803526448,23.1
4.23173803526448,23.4
4.23173803526448,23.9
4.23173803526448,24.6
4.23173803526448,25.25
4.23173803526448,25.4
4.45009784735812,24.55
4.45009784735812,25.1
4.45009784735812,25.15
4.45009784735812,25.5
4.45009784735812,25.8
4.45009784735812,26.5
4.45009784735812,26.95
4.45009784735812,27.2
4.45009784735812,27.35
4.45009784735812,27.6
4.45009784735812,27.6
4.45009784735812,27.65
4.45009784735812,27.65
4.45009784735812,27.95
4.45009784735812,28.2
4.45009784735812,28.25
4.45009784735812,28.45
4.45009784735812,28.55
4.45009784735812,29.95
4.52761904761905,23.85
4.52761904761905,29.95
4.52761904761905,31.65
4.52761904761905,31.8
4.52761904761905,32.05
4.52761904761905,34.05
4.52761904761905,34.2
4.52761904761905,34.25
4.52761904761905,34.4
4.52761904761905,37
4.52761904761905,37.25
4.52761904761905,38.2
4.52761904761905,42.1
4.52761904761905,44.1
4.52761904761905,44.45
4.52761904761905,44.85
4.52761904761905,48.85
4.52761904761905,49.2
4.52761904761905,51.6
4.52761904761905,57.35
4.60981912144703,25
4.60981912144703,26.1
4.60981912144703,27.4
4.60981912144703,28.1
4.60981912144703,28.1
4.60981912144703,28.65
4.60981912144703,30.25
4.60981912144703,30.6
4.60981912144703,30.85
4.60981912144703,31
4.60981912144703,31.05
4.60981912144703,31.05
4.60981912144703,31.95
4.60981912144703,32
4.60981912144703,32.25
4.60981912144703,32.35
4.60981912144703,32.6
4.60981912144703,35.35
6.01038062283737,40.05
6.01038062283737,40.45
6.01038062283737,40.8
6.01038062283737,41.2
6.01038062283737,41.8
6.01038062283737,41.95
6.01038062283737,41.95
6.01038062283737,42.1
6.01038062283737,42.2
6.01038062283737,43.1
6.01038062283737,43.25
6.01038062283737,43.35
6.01038062283737,44.6
6.01038062283737,45.1
6.01038062283737,45.4
6.01038062283737,45.55
6.01038062283737,47.6
6.01038062283737,49.75
6.01038062283737,51.2
6.01038062283737,51.45
6.30508474576271,17.05
6.30508474576271,17.35
6.30508474576271,18.2
6.30508474576271,19.2
6.30508474576271,19.4
6.30508474576271,20
6.30508474576271,20.4
6.30508474576271,20.85
6.30508474576271,21.05
6.30508474576271,21.15
6.30508474576271,21.2
6.30508474576271,21.25
6.30508474576271,21.3
6.30508474576271,21.85
6.30508474576271,22.1
6.30508474576271,22.6
6.30508474576271,23.05
6.30508474576271,23.3
6.30508474576271,23.4
6.30508474576271,26.65
8.95953757225434,14.05
8.95953757225434,14.95
8.95953757225434,15.65
8.95953757225434,15.95
8.95953757225434,19.15
8.95953757225434,20.1
8.95953757225434,20.9
8.95953757225434,21.05
8.95953757225434,21.85
8.95953757225434,22.1
8.95953757225434,22.35
8.95953757225434,24.2
8.95953757225434,25.9
8.95953757225434,26.75
8.95953757225434,27.3
8.95953757225434,28.3
8.95953757225434,28.6
8.95953757225434,29
8.95953757225434,29.7
8.95953757225434,31.15
